host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,amenities_encoded
1,1,0.98,1,,1,1,0,1,215.0,1,0,17.0,19.0,1,2.0,3,3.0,2.0,1125,1.7,1125.0,0,38,68,339,10.0,2,4.94,4.94,4.92,4.98,4.96,4.96,4.88,10,1.88,321
1,1,1.0,1,1.0,1,1,0,1,141.0,1,0,1.0,1.0,0,1.0,1,1.0,3.0,30,3.0,1125.0,0,6,6,6,34.0,1,4.94,4.96,4.97,4.96,4.99,5.0,4.9,1,3.01,164
1,1,1.0,1,1.0,1,1,0,1,150.0,1,1,1.0,1.0,0,1.0,2,2.0,2.0,30,3.2,1125.0,0,44,64,150,37.0,3,5.0,5.0,5.0,4.95,5.0,4.99,4.91,1,3.05,256
1,1,0.99,1,1.0,1,1,1,1,147.0,1,0,6.0,11.0,0,1.0,2,2.0,2.0,14,2.1,14.0,0,38,38,38,17.0,2,4.95,4.97,4.85,4.97,4.85,4.92,4.92,1,1.52,434
0,0,0.95,0,0.0,1,1,0,1,166.0,1,0,2.0,2.0,0,1.0,1,2.0,2.0,30,2.0,1125.0,1,60,75,239,23.0,3,4.93,4.95,5.0,4.93,5.0,4.93,4.82,2,1.89,400
1,1,1.0,0,1.0,1,1,0,0,198.4130841,1,0,4.0,4.0,0,2.1,1,2.6,2.0,90,2.0,1125.0,1,33,33,33,10.0,2,4.91,4.94,4.97,4.81,4.91,4.88,4.81,4,1.29,153
1,1,1.0,0,1.0,1,1,0,1,198.4130841,1,0,4.0,4.0,1,2.1,5,2.6,5.0,90,5.0,1125.0,0,0,0,0,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4,2.1,121
1,1,1.0,1,1.0,1,1,1,1,174.0,1,1,10.0,10.0,1,1.5,3,4.0,2.0,80,2.0,1125.0,1,42,68,326,49.0,4,4.89,4.85,4.86,4.85,4.95,4.97,4.78,1,3.92,275
1,1,1.0,0,1.0,1,1,1,1,229.0,1,0,2.0,3.0,0,2.5,2,2.0,28.0,185,28.0,185.0,1,59,89,269,2.0,1,5.0,5.0,5.0,5.0,5.0,4.78,4.89,2,0.4,293
1,0,1.0,1,1.0,1,1,1,1,229.0,1,1,6.1,8.6,1,1.0,3,3.0,1.0,1125,1.7,710.3,1,36,63,137,9.0,1,4.9,4.77,4.77,4.8,5.0,4.93,4.9,3,1.26,478
1,1,1.0,1,1.0,1,1,0,1,150.0,1,1,1.0,1.0,0,1.0,1,1.0,2.0,365,2.0,365.0,0,26,47,256,16.0,3,4.85,4.88,4.85,4.85,4.85,4.85,4.85,1,1.12,169
0,0,0.95,0,1.0,1,0,1,1,225.0,1,1,1.0,1.0,1,3.5,5,2.3,9.4,365,10.2,1125.0,1,60,90,365,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,13
1,1,0.53,0,1.0,1,1,0,1,100.0,1,0,2.0,3.0,0,2.0,2,2.0,30.0,60,30.0,60.0,1,60,90,365,0.0,0,4.86,5.0,4.9,5.0,5.0,4.86,4.9,1,0.32,265
1,1,1.0,1,1.0,1,1,1,1,264.0,1,0,1.0,1.0,1,2.0,3,3.0,2.0,1125,2.0,1125.0,1,27,37,98,61.0,2,4.98,4.98,4.99,4.99,5.0,4.95,4.93,1,5.35,178
1,1,0.94,0,1.0,1,1,1,1,315.0,1,0,11.0,16.0,1,2.0,3,4.0,4.0,365,4.0,365.0,1,60,90,256,5.0,0,4.9,4.9,4.9,4.9,4.86,4.96,4.9,2,1.14,486
1,1,0.99,1,1.0,1,1,1,1,207.0,1,0,15.0,21.0,1,2.0,3,3.0,29.0,60,29.0,1125.0,0,0,0,172,8.0,0,4.94,4.94,4.85,4.91,5.0,4.88,4.79,4,1.49,50
1,1,0.94,0,1.0,1,1,0,1,325.0,1,0,11.0,16.0,1,1.0,3,4.0,30.0,365,30.0,365.0,0,0,7,187,1.0,0,4.9,4.92,4.9,4.9,4.92,5.0,4.9,2,0.5,264
1,1,1.0,1,1.0,1,0,0,1,152.0,1,1,1.0,1.0,0,1.0,1,2.0,3.0,30,3.0,1125.0,1,43,73,340,22.0,1,4.79,4.91,4.91,4.93,4.93,4.84,4.79,1,1.78,184
1,1,0.99,1,1.0,1,1,1,1,198.4130841,1,1,15.0,28.0,1,2.1,4,2.6,30.0,365,30.0,365.0,0,0,0,0,3.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,0.22,61
1,1,1.0,1,1.0,1,1,1,1,200.0,1,0,1.0,1.0,1,2.5,3,3.0,29.0,180,29.0,180.0,0,0,6,127,5.0,1,5.0,5.0,4.9,5.0,5.0,5.0,5.0,1,0.47,322
1,1,0.98,1,1.0,1,1,0,1,100.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,10,1.0,10.0,1,46,71,161,15.6,3,4.98,4.96,4.99,4.93,4.97,4.96,4.87,1,1.8,1
1,1,1.0,1,1.0,1,1,0,1,152.0,1,1,1.0,1.0,1,1.0,3,4.0,1.0,90,1.0,1125.0,1,37,67,151,28.0,4,4.95,4.95,4.97,4.99,4.99,4.89,4.85,1,3.08,66
1,0,0.98,1,,1,1,1,1,296.0,1,1,3.0,6.0,0,2.0,2,2.0,3.0,365,3.0,365.0,1,48,78,345,16.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.93,3,2.03,215
1,1,0.96,0,1.0,1,0,0,1,144.0,1,0,5.0,6.0,0,1.0,1,1.0,2.0,1125,2.0,1125.0,1,38,38,38,47.0,3,4.94,5.0,4.91,4.99,5.0,4.97,4.91,2,3.39,354
0,0,0.95,0,0.0,1,1,1,1,198.4130841,1,0,1.0,1.0,0,2.1,2,2.6,30.0,365,30.0,365.0,1,59,89,364,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,205
1,1,1.0,0,1.0,1,1,0,0,198.4130841,1,0,4.0,4.0,0,2.1,1,2.6,2.0,90,2.0,1125.0,1,39,69,112,13.0,1,4.8,4.9,4.93,4.9,4.9,4.93,4.9,4,1.25,154
1,1,1.0,0,1.0,1,1,0,0,198.4130841,1,0,4.0,4.0,0,2.1,2,2.6,2.0,90,2.0,1125.0,1,37,61,61,3.0,0,4.83,4.83,4.83,5.0,5.0,5.0,4.67,4,0.25,120
0,1,0.92,1,1.0,1,0,1,1,358.0,1,0,1.0,1.0,1,2.0,4,4.0,3.0,60,3.0,60.0,0,12,42,289,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.94,1,1.53,17
1,1,1.0,0,,1,1,0,1,136.0,1,0,18.0,20.0,1,2.0,2,3.0,1.0,365,2.0,1125.0,1,46,76,347,44.0,4,4.99,4.96,4.9,4.94,4.99,4.91,4.87,11,2.98,339
1,1,1.0,0,,1,1,0,1,142.0,1,0,18.0,20.0,1,2.0,2,4.0,1.0,365,2.0,1125.0,0,37,62,328,44.0,2,4.93,4.94,4.96,4.93,4.99,4.97,4.9,11,3.3,336
1,1,1.0,0,,1,1,0,1,140.0,1,0,18.0,20.0,1,2.0,2,3.0,1.0,365,2.0,1125.0,1,48,75,346,35.0,4,4.97,5.0,4.97,4.96,4.97,4.93,4.9,11,3.0,338
1,1,1.0,0,,1,1,0,1,140.0,1,0,18.0,20.0,1,2.0,2,4.0,1.0,365,2.0,1125.0,0,28,58,326,53.0,1,4.93,4.92,4.96,4.97,5.0,4.92,4.9,11,4.34,337
1,1,0.89,0,1.0,1,1,0,1,204.0,1,0,1.0,1.0,1,1.0,1,3.0,3.0,365,3.0,365.0,1,49,79,354,6.0,1,4.92,4.85,5.0,4.77,4.85,4.77,4.92,1,0.59,14
1,1,1.0,1,1.0,1,0,1,1,150.0,1,1,3.0,3.0,1,2.5,3,4.0,28.0,365,28.0,1125.0,0,0,0,94,7.0,0,5.0,5.0,4.9,5.0,5.0,4.97,4.94,1,1.38,381
1,1,1.0,1,1.0,1,1,0,0,82.0,1,0,2.0,2.0,0,1.0,1,1.0,1.0,7,1.0,7.0,0,0,0,131,28.0,0,4.95,4.93,5.0,4.95,4.93,4.93,4.83,1,2.92,65
1,1,0.99,0,1.0,1,1,1,1,203.0,1,0,17.0,17.0,1,2.5,3,2.3,1.0,365,2.0,1125.0,0,20,37,286,37.0,1,4.96,4.87,4.88,4.94,4.94,4.9,4.8,3,3.25,361
1,1,0.99,0,1.0,1,1,1,1,195.0,1,0,17.0,17.0,1,2.5,3,2.3,1.0,365,2.0,1125.0,0,29,43,287,27.0,0,4.94,4.92,4.94,4.88,5.0,4.96,4.85,3,2.23,364
1,1,0.99,0,1.0,1,1,1,1,531.0,1,0,17.0,17.0,0,1.6,6,2.3,1.0,365,2.5,1125.0,0,16,30,274,16.0,2,4.96,4.92,5.0,4.96,5.0,4.77,4.62,3,1.28,362
1,0,0.99,1,,1,1,1,1,232.0,1,1,6.1,8.6,1,2.5,4,2.3,1.0,365,2.6,1125.0,0,31,61,333,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,0.23,326
0,1,0.86,0,1.0,1,1,1,1,219.0,1,0,2.0,2.0,1,2.5,3,3.0,2.0,14,2.0,14.0,0,17,17,88,5.0,0,5.0,5.0,5.0,5.0,5.0,4.89,4.89,1,0.48,20
1,0,0.99,0,1.0,1,0,0,1,198.0,1,1,6.1,8.6,1,2.5,3,2.3,30.0,1125,30.0,1125.0,0,18,48,304,2.0,0,4.93,5.0,4.87,5.0,5.0,4.87,4.73,12,0.73,406
1,1,0.99,1,1.0,1,1,0,1,180.0,1,1,17.0,17.0,0,1.0,2,2.0,2.0,28,2.0,1125.0,1,55,85,358,4.0,0,5.0,4.93,5.0,4.93,4.93,4.93,4.93,8,0.86,219
1,1,1.0,0,,1,1,1,1,215.0,1,1,4.0,9.0,1,1.0,2,4.0,2.0,30,1.0,1125.0,1,43,69,251,24.0,1,4.87,4.87,4.85,4.9,4.87,4.9,4.77,3,2.5,110
0,1,0.69,1,1.0,1,1,1,1,500.0,1,0,1.0,2.0,0,3.0,6,2.3,1.0,1125,1.0,1125.0,1,41,71,330,34.0,4,5.0,4.93,4.93,5.0,5.0,4.95,4.93,1,2.48,60
0,1,0.67,0,1.0,1,1,1,1,161.0,1,0,1.0,1.0,1,2.5,3,3.0,30.0,1125,30.0,1125.0,1,59,89,334,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.16,113
1,1,0.65,0,1.0,1,1,0,1,275.0,1,0,2.0,2.0,0,2.0,2,2.0,3.0,365,4.0,365.0,1,60,90,322,4.0,0,4.9,4.88,4.88,4.9,5.0,4.9,4.9,2,0.46,82
1,1,0.99,1,1.0,1,1,1,1,179.0,1,1,15.0,28.0,0,1.0,2,2.0,2.0,365,2.0,365.0,0,12,12,12,15.0,1,4.9,4.9,4.9,4.86,4.86,4.86,4.9,5,1.82,235
1,1,1.0,0,,1,1,0,1,142.0,1,0,18.0,20.0,1,2.0,2,3.0,1.0,180,2.0,1125.0,1,49,79,349,58.0,1,4.94,4.98,4.93,5.0,5.0,4.9,4.9,11,4.48,2
1,1,1.0,0,,1,1,0,1,144.0,1,0,18.0,20.0,1,2.0,2,3.0,1.0,180,2.0,1125.0,1,49,79,351,44.0,3,4.99,5.0,4.95,4.98,4.99,4.93,4.89,11,4.23,334
1,1,1.0,0,,1,1,0,1,142.0,1,0,18.0,20.0,1,2.0,2,3.0,1.0,180,2.0,1125.0,1,50,67,331,54.0,3,4.96,4.98,4.93,4.91,4.98,4.93,4.88,11,4.24,124
1,1,1.0,0,,1,1,0,1,141.0,1,0,18.0,20.0,1,2.0,2,3.0,1.0,180,2.0,1125.0,1,40,48,309,40.0,5,4.93,4.96,4.95,4.95,4.96,4.91,4.89,11,3.77,3
1,1,0.8,1,1.0,0,1,1,1,135.0,1,0,1.0,1.0,0,1.5,2,2.0,30.0,124,30.0,124.0,0,8,32,254,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.17,165
0,0,0.84,0,1.0,1,1,1,1,210.0,1,0,1.0,1.0,1,2.5,3,4.0,1.0,1125,3.0,1125.0,0,0,0,54,12.0,0,4.76,4.9,4.95,4.95,4.95,4.95,4.71,1,1.16,22
1,1,1.0,0,1.0,1,1,1,1,198.4130841,1,1,6.1,8.6,1,2.1,2,2.6,2.0,1125,2.4,595.9,1,60,90,365,2.0,0,4.9,4.9,4.9,4.9,5.0,4.9,4.9,3,0.23,428
1,1,0.97,1,1.0,1,1,0,1,139.0,1,0,1.0,3.0,0,2.5,3,3.0,2.0,24,1.9,24.0,1,36,66,96,29.0,2,5.0,4.94,4.94,5.0,4.97,4.91,4.94,1,1.89,269
1,1,0.99,1,,1,1,0,1,165.0,1,1,32.0,46.0,0,1.0,2,2.0,2.0,365,3.1,365.0,1,56,86,358,18.0,1,4.97,4.97,4.95,4.95,4.95,4.97,4.95,3,1.98,271
1,1,1.0,1,1.0,1,1,0,1,123.0,1,1,2.0,2.0,0,1.0,1,1.0,1.0,365,1.0,365.0,0,34,59,59,15.6,4,5.0,4.98,4.99,4.95,4.99,4.92,4.92,2,1.8,385
1,1,0.98,1,,1,1,1,1,288.0,1,0,17.0,19.0,1,1.6,3,3.0,2.0,28,1.7,28.0,0,32,37,103,14.0,2,5.0,4.96,5.0,4.88,5.0,4.9,4.88,10,1.32,316
1,1,1.0,1,1.0,1,1,0,1,100.0,1,1,4.0,4.0,0,1.0,1,1.0,1.0,365,1.0,1125.0,1,38,61,330,53.0,4,4.96,4.99,4.98,4.85,4.99,4.96,4.91,3,4.4,294
1,1,1.0,1,,1,1,0,1,198.4130841,1,0,6.0,6.0,0,2.1,1,2.6,2.0,29,2.0,29.0,0,0,0,0,28.0,0,5.0,4.97,4.98,4.97,4.98,4.9,4.92,1,3.43,320
1,1,0.99,1,1.0,1,1,1,1,283.0,1,1,17.0,17.0,1,3.0,3,3.0,2.0,30,2.0,1125.0,1,49,72,316,10.0,2,5.0,5.0,4.88,5.0,5.0,4.94,4.82,8,0.93,260
0,1,0.38,0,1.0,1,1,1,1,275.0,1,0,2.0,2.0,1,3.5,4,2.3,30.0,365,30.0,365.0,0,25,49,179,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,0.23,276
1,1,1.0,1,1.0,1,1,1,1,99.0,1,0,2.0,2.0,0,1.0,2,2.0,3.0,1125,3.0,1125.0,0,22,43,293,49.0,3,5.0,4.99,5.0,5.0,4.99,5.0,4.94,1,4.65,518
1,1,0.86,1,1.0,1,1,1,1,299.0,1,1,1.0,5.0,1,2.0,3,3.0,2.0,365,2.0,365.0,1,48,78,348,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.85,1,0.71,373
1,1,0.99,1,1.0,1,1,0,1,120.0,1,1,17.0,17.0,0,2.5,2,2.0,30.0,365,30.0,365.0,0,0,0,133,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,189
1,1,1.0,1,1.0,1,0,0,1,162.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,730,2.0,730.0,1,49,79,142,31.0,1,4.93,5.0,4.91,4.91,4.93,5.0,4.91,1,2.53,224
0,0,0.75,0,1.0,0,1,1,1,114.0,1,0,3.0,5.0,1,3.0,3,1.0,60.0,365,60.0,365.0,1,53,83,154,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,69
0,0,1.0,1,1.0,0,1,0,1,130.0,1,0,1.0,2.0,1,3.0,3,3.0,30.0,365,30.0,365.0,0,14,14,266,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.15,279
1,1,0.97,1,1.0,1,1,0,1,165.0,1,0,1.0,1.0,1,1.0,2,3.0,3.0,365,3.0,1125.0,1,50,80,102,24.0,0,5.0,4.98,5.0,4.98,4.96,5.0,4.92,1,2.75,442
1,1,0.99,1,1.0,1,1,0,1,112.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,1125,1.0,1125.0,1,51,81,83,15.6,5,4.98,4.99,5.0,4.99,4.97,4.96,4.93,1,1.8,431
1,1,0.99,1,0.0,1,1,0,1,141.0,1,0,3.0,3.0,0,1.0,2,2.0,2.0,14,2.0,14.0,0,27,48,276,52.0,2,4.99,4.93,5.0,4.95,4.99,4.99,4.92,2,4.17,36
1,1,0.97,1,1.0,1,1,1,1,200.0,1,1,1.0,1.0,1,2.0,3,4.0,2.0,28,2.0,1125.0,0,22,52,130,40.0,2,4.98,4.98,4.92,4.92,4.98,4.92,4.92,1,3.02,223
1,1,0.96,0,1.0,1,0,0,0,97.0,1,0,5.0,6.0,0,1.0,1,1.0,2.0,31,2.0,31.0,1,16,16,16,15.0,0,4.83,4.78,4.87,4.78,4.91,4.9,4.87,2,1.5,288
1,1,1.0,1,1.0,1,1,0,1,399.0,1,1,1.0,3.0,0,2.0,2,2.0,1.0,1125,1.3,1125.0,0,20,50,278,17.0,1,5.0,4.96,4.93,5.0,5.0,4.93,4.74,1,1.63,37
1,1,0.98,1,,1,1,0,1,109.0,1,0,17.0,19.0,0,1.0,1,1.0,2.0,365,1.7,990.5,1,59,89,364,17.0,1,4.96,4.91,4.96,4.83,4.91,4.91,4.7,10,1.39,367
1,1,1.0,1,1.0,1,1,1,1,173.0,1,1,1.0,1.0,0,2.0,2,3.0,1.0,1125,1.0,1125.0,0,20,22,238,15.6,1,5.0,5.0,4.96,4.94,4.96,4.91,4.9,1,1.8,55
0,1,0.79,1,1.0,1,1,1,1,312.0,1,0,3.0,4.0,1,2.0,4,2.3,2.0,30,2.0,1125.0,0,0,0,166,13.0,0,4.88,5.0,5.0,5.0,5.0,4.88,4.81,1,0.93,530
1,1,1.0,0,,1,1,1,1,234.0,1,1,4.0,9.0,1,1.0,3,2.3,2.0,30,1.0,1125.0,1,42,66,277,14.0,0,4.9,4.9,5.0,4.95,4.9,5.0,4.9,3,1.15,162
1,1,1.0,0,,1,1,1,1,735.0,1,0,4.0,9.0,0,2.0,5,2.3,2.0,30,1.0,30.0,1,39,63,240,13.0,0,4.94,5.0,4.94,4.94,4.89,4.94,4.83,3,1.22,388
0,0,1.0,1,1.0,1,0,1,1,198.4130841,1,1,1.0,1.0,1,2.1,3,2.6,30.0,252,30.0,1125.0,0,0,0,0,6.0,0,4.84,4.95,4.84,4.95,4.95,4.89,4.89,1,1.14,369
1,1,1.0,1,1.0,1,1,0,1,168.0,1,0,1.0,1.0,0,1.0,1,1.0,3.0,60,3.0,1125.0,0,20,20,107,42.0,5,4.98,4.98,4.95,5.0,4.97,4.94,4.91,1,3.68,252
1,1,0.99,1,1.0,1,1,1,1,295.0,1,0,2.0,2.0,1,1.0,2,3.0,3.0,365,3.0,365.0,1,44,74,276,26.0,2,4.94,4.97,4.89,4.91,5.0,4.97,4.71,1,2.35,329
1,1,0.99,1,1.0,1,1,0,1,177.0,1,1,15.0,21.0,1,2.0,2,3.0,2.0,45,4.8,45.0,1,41,67,338,20.0,1,4.86,4.91,4.95,4.86,4.95,4.91,4.91,4,1.58,270
1,1,0.79,1,1.0,1,0,0,0,62.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,4,1.0,4.0,1,22,44,44,21.0,3,4.9,4.8,4.85,4.78,4.78,4.85,4.78,1,2.37,122
1,1,0.98,1,0.0,1,0,0,0,90.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,28,1.0,28.0,1,37,67,157,38.0,3,5.0,5.0,4.98,5.0,5.0,4.95,4.98,1,3.28,70
1,0,1.0,1,1.0,1,1,1,1,800.0,1,1,6.1,8.6,0,3.5,5,2.3,1.0,1125,2.7,208.2,1,39,59,303,15.0,1,4.9,4.78,4.94,5.0,4.78,5.0,4.83,3,1.14,511
1,1,1.0,0,,1,1,0,1,400.0,1,0,18.0,20.0,0,1.6,4,2.3,2.0,365,2.0,1125.0,1,43,60,324,8.0,0,5.0,5.0,5.0,4.9,5.0,4.88,4.88,11,0.76,359
0,0,0.95,0,1.0,1,1,1,1,197.0,1,0,3.0,6.0,0,1.0,2,2.0,2.0,365,1.3,365.0,1,40,66,330,30.0,0,4.9,4.94,4.96,5.0,4.98,4.94,4.82,2,3.01,317
1,1,1.0,1,1.0,1,1,0,0,194.0,1,1,5.0,5.0,0,1.0,2,3.0,1.0,365,1.0,380.7,1,31,57,272,9.0,1,5.0,4.89,4.89,5.0,5.0,4.78,4.89,5,0.77,176
1,1,1.0,1,1.0,1,1,0,0,198.4130841,1,1,5.0,5.0,0,2.1,1,2.6,1.0,365,1.0,380.7,1,54,84,351,2.0,1,5.0,4.9,4.9,5.0,5.0,4.9,4.67,5,0.18,314
1,1,1.0,1,1.0,1,1,0,0,137.0,1,1,5.0,5.0,0,1.0,1,1.0,1.0,365,1.0,380.7,1,54,84,348,46.0,1,4.94,4.98,4.94,4.96,4.98,4.88,4.92,5,3.21,315
1,1,1.0,1,1.0,1,1,0,0,198.4130841,1,1,5.0,5.0,0,2.1,1,2.6,1.0,365,1.0,380.7,1,51,81,348,45.0,1,4.98,4.98,4.98,4.96,4.98,4.93,4.89,5,3.59,285
1,1,1.0,0,1.0,1,1,1,1,198.4130841,1,0,3.0,3.0,1,2.1,3,2.6,4.0,30,4.0,1125.0,0,0,0,0,7.0,0,5.0,4.89,5.0,5.0,5.0,5.0,4.89,3,0.6,100
0,0,0.95,0,1.0,1,1,0,1,110.0,1,0,3.0,6.0,0,1.0,1,2.0,1.0,365,1.0,365.0,0,7,37,306,23.0,0,4.9,4.87,4.81,4.9,4.94,4.94,4.65,2,2.0,544
1,1,0.99,1,1.0,1,1,0,1,220.0,1,1,9.0,11.0,0,2.0,2,2.0,28.0,365,28.0,1125.0,0,30,40,245,0.0,0,5.0,4.9,5.0,4.9,5.0,4.9,5.0,2,0.13,92
1,0,1.0,1,1.0,1,1,1,1,400.0,1,1,6.1,8.6,1,2.0,3,3.0,1.0,1125,2.6,220.2,1,37,67,300,23.0,1,4.81,4.85,4.78,4.81,4.78,4.81,4.67,3,1.9,512
1,1,0.97,1,1.0,1,0,1,1,249.0,1,0,1.0,1.0,1,2.0,4,2.3,1.0,90,1.3,90.0,1,32,60,143,58.0,4,4.97,4.99,4.94,5.0,5.0,4.89,4.92,1,5.02,536
1,1,1.0,1,1.0,1,1,0,0,168.0,1,1,5.0,5.0,0,1.0,1,2.0,1.0,365,1.0,380.7,1,47,75,332,3.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,0.29,368
1,1,0.98,1,,1,1,0,1,153.0,1,0,17.0,19.0,0,1.0,1,1.0,2.0,365,1.8,365.0,0,25,38,200,14.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,1.24,174
1,1,0.99,1,,1,1,0,1,150.0,1,1,32.0,46.0,0,1.0,1,1.0,1.0,365,3.3,365.0,1,60,90,360,26.0,0,5.0,5.0,5.0,4.86,4.96,5.0,4.89,3,2.09,266
1,0,0.99,1,1.0,1,1,1,1,454.0,1,0,22.0,38.0,1,3.0,3,2.3,3.0,1125,5.1,1125.0,1,51,81,322,3.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.86,3,0.48,282
1,1,0.99,1,,1,1,0,1,175.0,1,1,32.0,46.0,1,2.0,2,3.0,2.0,365,2.9,365.0,1,36,66,339,21.0,1,5.0,5.0,5.0,4.92,4.96,4.96,4.92,3,1.79,243
1,1,0.99,1,,1,1,0,1,198.4130841,1,0,32.0,46.0,0,2.1,2,2.6,30.0,365,29.4,365.0,0,13,13,30,3.0,0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,3,0.32,481
1,1,1.0,1,,1,1,0,1,210.0,1,1,7.0,10.0,0,3.0,2,2.0,1.0,365,2.0,1125.0,0,38,58,294,29.0,2,4.97,4.97,5.0,4.86,5.0,4.97,4.81,7,2.6,472
1,1,0.98,1,,1,1,0,1,129.0,1,0,17.0,19.0,0,1.0,1,2.0,1.0,30,1.7,30.0,1,60,90,365,24.0,1,4.87,4.94,4.9,4.97,4.9,4.97,4.74,10,2.15,151
1,1,0.99,0,1.0,1,1,0,0,59.0,1,1,5.0,5.0,0,1.0,1,1.0,1.0,1125,1.0,1125.0,0,0,4,238,33.0,1,4.9,4.76,4.9,4.93,4.83,4.93,4.9,5,2.87,349
1,1,0.99,0,1.0,1,1,0,0,55.0,1,1,5.0,5.0,0,1.0,1,1.0,1.0,1125,1.0,1125.0,1,41,62,298,33.0,1,4.9,4.9,4.9,4.78,4.92,4.86,4.64,5,3.48,341
1,1,0.99,1,1.0,1,1,0,1,415.0,1,1,15.0,21.0,1,1.6,4,2.3,2.0,45,4.2,1125.0,1,33,58,321,28.0,0,4.94,4.97,5.0,4.97,5.0,4.88,4.88,4,2.46,54
1,1,1.0,0,1.0,1,1,0,1,136.0,1,1,1.0,1.0,1,2.0,2,3.0,27.0,365,27.0,365.0,1,60,84,84,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.28,188
1,1,0.95,1,1.0,0,0,0,0,101.0,1,0,1.0,1.0,0,1.0,1,1.0,30.0,31,30.0,31.0,1,60,90,270,12.0,0,5.0,4.95,5.0,5.0,5.0,5.0,4.95,1,1.5,30
1,1,0.98,1,,1,1,1,1,255.0,1,1,17.0,19.0,1,1.6,3,3.0,2.0,365,1.7,365.0,1,37,56,269,12.0,0,4.92,5.0,5.0,5.0,4.92,4.85,5.0,10,1.0,432
1,1,0.96,1,1.0,1,1,0,1,306.0,1,1,1.0,1.0,0,2.0,2,2.0,3.0,28,3.0,1125.0,1,54,84,172,13.0,0,5.0,5.0,5.0,4.93,5.0,5.0,4.93,1,1.14,258
1,1,1.0,1,0.0,0,1,0,1,155.0,1,0,1.0,1.0,0,1.0,2,2.0,2.0,1125,2.0,1125.0,1,34,62,152,45.0,1,5.0,5.0,4.94,4.81,4.94,4.96,4.81,1,3.6,398
1,0,0.99,1,,1,1,0,1,110.0,1,1,6.1,8.6,1,3.0,3,4.0,30.0,365,30.0,365.0,0,30,31,241,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,0.23,342
