host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,amenities_encoded
1,0,0.99,1,,1,1,1,1,232.0,1,1,6.1,8.6,1,3.0,3,4.0,1.0,365,2.6,365.0,1,43,73,292,6.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,11,0.99,342
0,1,0.97,1,1.0,1,1,0,1,160.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,91,2.0,91.0,0,1,1,15,25.0,0,4.92,4.88,4.96,4.88,5.0,4.92,4.8,1,2.09,115
1,1,1.0,0,1.0,1,0,0,1,168.0,1,0,1.0,1.0,0,1.0,1,1.0,3.0,365,3.0,365.0,1,40,70,73,6.0,0,5.0,4.9,5.0,4.83,5.0,5.0,4.83,1,0.65,160
1,1,0.99,1,,1,1,0,1,164.0,1,1,32.0,46.0,0,1.0,2,2.0,2.0,365,3.0,365.0,1,55,85,357,18.0,0,4.89,5.0,5.0,4.94,4.94,4.89,4.94,3,1.84,247
1,1,0.99,1,,1,1,0,1,175.0,1,1,32.0,46.0,0,1.0,2,2.0,1.0,365,3.0,365.0,1,56,86,358,24.0,0,5.0,4.96,4.96,5.0,5.0,4.92,4.92,3,2.03,244
1,1,0.99,1,,1,1,0,1,236.0,1,1,32.0,46.0,0,2.0,2,2.0,1.0,365,3.7,365.0,0,12,12,247,12.0,0,5.0,4.92,5.0,5.0,5.0,5.0,4.92,3,0.99,241
1,1,0.99,1,1.0,1,1,1,1,335.0,1,1,17.0,17.0,1,2.0,3,4.0,2.0,28,2.0,28.0,1,41,68,322,14.0,1,4.93,4.93,5.0,5.0,5.0,4.93,5.0,8,1.2,363
1,1,0.99,1,,1,1,0,1,117.0,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,29.4,365.0,1,54,84,105,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,473
1,1,0.99,1,,1,1,0,1,145.0,1,1,32.0,46.0,0,1.0,1,1.0,2.0,365,3.3,365.0,1,60,90,365,22.0,1,4.91,5.0,5.0,4.91,4.83,4.96,4.87,3,1.86,248
1,0,0.91,0,1.0,1,1,1,1,196.0,1,1,1.0,1.0,1,2.5,2,2.0,30.0,365,2.0,365.0,1,27,44,180,5.0,0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,1,0.45,552
1,1,0.99,1,,1,1,0,1,175.0,1,1,32.0,46.0,0,2.0,2,2.0,1.0,365,3.6,365.0,1,47,77,349,21.0,0,4.91,4.95,4.91,5.0,5.0,4.91,4.86,3,1.77,245
1,1,0.99,1,1.0,1,1,1,1,390.0,1,0,4.0,5.0,1,1.6,4,2.3,2.0,365,3.3,365.0,1,51,69,223,26.0,0,5.0,5.0,5.0,4.96,5.0,4.96,4.81,1,2.48,35
1,1,0.98,1,,1,1,1,1,178.0,1,0,17.0,19.0,0,3.0,4,2.3,30.0,365,30.0,365.0,0,0,0,155,3.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,0.33,228
1,1,0.99,1,1.0,1,1,0,1,170.0,1,1,17.0,17.0,0,1.0,1,2.0,1.0,365,2.0,365.0,1,41,68,329,6.0,0,5.0,4.83,5.0,5.0,5.0,5.0,4.83,8,0.61,191
1,1,0.99,1,1.0,1,1,1,1,438.0,1,1,17.0,17.0,1,3.0,4,2.3,1.0,365,2.0,365.0,1,41,68,322,12.0,0,5.0,5.0,4.92,5.0,5.0,5.0,4.92,8,1.09,379
0,0,1.0,0,1.0,1,1,1,1,198.4130841,1,0,1.0,2.0,0,2.1,3,2.6,29.0,36,28.0,36.0,0,0,0,0,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,0.45,167
0,1,1.0,1,1.0,1,1,1,1,162.0,1,0,2.0,2.0,1,2.5,3,2.3,30.0,365,30.0,365.0,1,52,82,260,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0.55,25
1,1,0.96,0,1.0,1,1,0,1,143.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,365,1.0,365.0,1,60,90,270,31.0,1,4.9,4.84,4.97,4.81,4.94,5.0,4.84,1,5.03,413
1,1,0.99,1,1.0,1,1,0,1,155.0,1,0,17.0,17.0,1,1.0,1,4.0,1.0,365,2.0,1125.0,1,48,71,326,52.0,5,4.98,4.96,5.0,4.96,4.94,4.94,4.96,3,4.68,333
1,0,1.0,1,1.0,1,1,0,1,198.4130841,1,1,6.1,8.6,0,2.1,2,2.6,1.0,1125,25.6,209.7,0,6,36,311,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,515
1,0,1.0,1,1.0,1,1,1,1,125.0,1,1,6.1,8.6,0,2.0,2,2.0,1.0,1125,11.8,722.7,1,54,84,167,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,514
1,0,1.0,1,1.0,1,1,0,1,84.0,1,1,6.1,8.6,0,1.0,1,2.0,1.0,1125,27.6,135.3,0,29,59,334,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,397
1,0,1.0,1,1.0,1,1,0,1,134.0,1,1,6.1,8.6,0,2.0,2,2.0,1.0,1125,28.5,100.6,0,38,68,343,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,133
1,0,1.0,1,1.0,1,1,0,1,167.0,1,1,6.1,8.6,1,3.5,3,3.0,1.0,1125,23.0,306.0,1,29,52,297,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,1.0,503
1,0,1.0,1,1.0,1,1,0,1,117.0,1,1,6.1,8.6,0,2.0,2,2.0,1.0,1125,11.6,729.5,0,39,65,240,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,516
1,0,1.0,1,1.0,1,1,0,1,150.0,1,1,6.1,8.6,1,2.5,3,4.0,1.0,1125,21.3,368.0,0,43,67,288,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,506
1,0,1.0,1,1.0,1,1,0,1,160.0,1,1,6.1,8.6,0,2.5,2,3.0,1.0,1125,16.2,558.8,1,59,60,251,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,513
1,0,1.0,1,1.0,1,1,1,1,184.0,1,1,6.1,8.6,1,3.5,4,2.3,1.0,1125,29.9,48.5,1,59,89,364,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,132
1,0,1.0,1,1.0,1,1,0,1,85.0,1,1,6.1,8.6,1,2.0,3,4.0,1.0,1125,1.0,1125.0,0,0,0,0,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,134
1,1,1.0,0,1.0,1,1,1,1,295.0,1,0,3.0,3.0,1,2.0,2,3.0,4.0,60,4.0,1125.0,0,0,0,29,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0.1,88
1,0,0.98,1,,1,1,0,1,89.0,1,1,3.0,6.0,0,1.0,1,1.0,30.0,365,30.0,365.0,0,3,33,301,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,117
1,1,1.0,1,1.0,1,1,0,1,199.0,1,1,3.0,3.0,0,1.5,1,1.0,3.0,365,3.0,1125.0,1,60,90,353,20.0,2,4.9,4.95,5.0,4.9,5.0,4.9,4.85,3,1.76,196
1,1,1.0,0,1.0,1,1,1,1,274.0,1,0,2.0,2.0,0,2.0,2,2.0,3.0,365,3.0,365.0,0,3,3,98,22.0,1,4.95,5.0,5.0,5.0,5.0,5.0,4.91,1,2.07,194
0,1,1.0,1,1.0,1,1,1,1,145.0,1,0,2.0,2.0,1,2.5,3,2.3,30.0,365,30.0,365.0,0,0,6,249,2.0,0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,2,0.37,47
1,0,0.99,0,1.0,1,0,0,1,487.0,1,1,6.1,8.6,0,1.6,4,2.3,3.0,1125,3.0,1125.0,1,28,51,263,6.0,1,5.0,5.0,5.0,5.0,4.83,5.0,4.83,12,1.17,458
1,1,0.99,1,1.0,1,1,0,1,210.0,1,0,17.0,17.0,1,2.0,2,4.0,1.0,365,2.0,1125.0,1,40,68,328,61.0,1,4.97,4.98,4.98,4.95,4.97,4.98,4.89,3,1.8,335
1,1,0.99,1,1.0,1,1,0,1,210.0,1,0,17.0,17.0,1,2.0,2,4.0,1.0,365,2.0,1125.0,1,38,65,320,52.0,2,4.94,4.96,4.98,4.98,4.96,4.94,4.88,3,4.76,332
1,1,0.97,1,1.0,1,1,0,1,156.0,1,0,1.0,1.0,1,1.0,2,3.0,2.0,183,2.0,183.0,1,32,62,237,31.0,3,4.94,4.9,5.0,4.84,4.94,4.9,4.94,1,3.08,409
1,0,1.0,1,1.0,1,1,0,1,109.0,1,1,6.1,8.6,0,1.0,1,2.0,1.0,1125,2.7,163.8,1,37,51,299,11.0,2,4.82,5.0,4.91,4.82,4.82,4.82,4.73,3,1.12,377
1,1,1.0,1,1.0,1,1,0,1,121.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,30,2.0,30.0,1,36,66,154,32.0,2,5.0,4.97,5.0,5.0,4.97,4.97,5.0,1,3.61,443
1,1,0.8,0,,1,1,1,1,179.0,1,0,1.0,3.0,0,2.0,2,2.0,28.0,180,28.0,180.0,1,57,87,201,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.43,147
1,1,0.96,0,1.0,1,1,1,1,199.0,1,0,5.0,6.0,1,2.0,3,2.3,27.0,90,27.0,90.0,1,46,53,143,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,0.57,78
1,1,0.98,1,,1,1,1,1,129.0,1,1,17.0,19.0,0,1.0,1,1.0,1.0,120,1.7,120.0,0,0,0,0,14.0,3,4.79,4.86,4.86,5.0,5.0,4.93,4.9,10,2.19,209
1,1,1.0,0,0.0,1,1,1,1,399.0,1,1,1.0,1.0,1,2.0,3,2.3,2.0,365,2.0,365.0,1,54,84,262,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,91
1,1,0.99,1,1.0,1,1,1,1,198.4130841,1,1,17.0,17.0,1,2.1,3,2.6,2.0,90,2.0,90.0,1,42,72,248,11.0,1,5.0,5.0,4.91,5.0,5.0,5.0,4.91,8,1.58,328
1,1,0.99,1,1.0,1,1,1,1,105.0,1,0,15.0,28.0,0,1.5,2,2.0,27.0,365,27.0,365.0,1,51,51,273,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,5,2.1,175
1,1,0.99,0,1.0,1,1,1,1,236.0,1,0,5.0,5.0,1,1.0,3,3.0,1.0,1125,1.0,1125.0,0,0,0,120,4.0,0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,5,0.75,351
1,1,0.99,0,1.0,1,1,1,1,120.0,1,0,5.0,5.0,0,1.0,1,2.3,1.0,365,1.0,365.0,0,0,0,20,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,5,2.1,352
1,1,1.0,0,1.0,1,1,1,1,125.0,1,1,1.0,2.0,0,1.0,1,1.0,3.0,365,3.0,365.0,0,14,14,20,7.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.86,1,1.16,255
0,1,0.8,1,0.0,1,1,0,1,159.0,1,0,2.0,5.0,0,1.0,2,1.0,30.0,120,30.0,120.0,0,0,0,37,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.37,357
0,0,1.0,0,,1,0,0,1,110.0,1,0,1.0,2.0,0,2.0,2,2.0,30.0,365,30.0,365.0,0,0,0,150,1.0,0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,1,0.7,93
1,0,0.99,0,1.0,1,0,0,1,102.0,1,1,6.1,8.6,0,2.0,2,2.0,30.0,1125,30.0,1125.0,0,43,73,348,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12,0.44,456
1,1,1.0,0,1.0,0,0,0,1,180.0,1,0,1.0,1.0,1,1.0,2,2.0,28.0,365,28.0,365.0,1,46,46,269,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,107
0,0,0.5,0,1.0,1,1,1,1,150.0,1,0,1.0,1.0,0,1.5,3,2.0,30.0,365,30.0,365.0,1,59,89,269,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.18,118
1,1,1.0,1,0.0,1,1,0,1,342.0,1,1,6.0,18.0,0,1.0,1,2.0,1.0,365,1.0,365.0,1,42,71,204,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,6,0.17,429
1,1,1.0,1,0.0,1,1,0,1,318.0,1,1,6.0,18.0,1,1.0,1,3.0,1.0,365,1.0,365.0,1,38,66,179,9.0,2,4.78,5.0,4.89,5.0,5.0,5.0,4.67,6,1.29,429
1,1,0.99,1,1.0,1,1,0,1,119.0,1,1,9.0,11.0,0,1.0,1,2.3,2.0,365,2.0,365.0,0,19,45,294,44.0,4,4.93,4.98,4.95,4.82,4.91,4.93,4.98,2,1.8,424
1,1,0.99,1,,1,1,0,1,281.0,1,0,32.0,46.0,0,1.0,1,1.0,3.0,365,3.0,365.0,1,21,21,21,7.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.86,3,1.78,404
1,1,0.99,1,,1,1,0,1,108.0,1,0,32.0,46.0,0,1.0,2,2.0,30.0,365,29.1,365.0,0,38,68,137,1.0,0,5.0,5.0,4.9,5.0,5.0,4.9,4.9,3,0.75,104
1,1,0.89,1,1.0,0,1,0,1,160.0,1,0,1.0,1.0,0,1.0,1,2.3,1.0,30,1.0,1125.0,1,37,67,236,4.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1.32,554
1,1,1.0,0,1.0,1,0,0,1,189.0,1,0,1.0,1.0,0,2.5,2,3.0,2.0,14,2.0,1125.0,0,3,3,60,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,257
1,1,0.99,1,1.0,1,1,1,1,320.0,1,1,15.0,21.0,1,3.0,4,4.0,30.0,180,30.0,1125.0,0,0,0,183,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4,2.1,474
0,0,0.0,0,1.0,1,1,1,1,198.4130841,1,0,2.0,2.0,0,2.1,2,2.6,30.0,365,30.0,365.0,1,59,89,179,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,87
0,0,0.0,0,1.0,1,1,0,1,200.0,1,0,2.0,2.0,0,1.0,1,1.0,30.0,365,30.0,365.0,1,60,90,365,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,89
1,1,1.0,1,1.0,1,1,0,1,161.0,1,1,2.0,3.0,0,1.0,1,2.0,1.0,365,1.0,365.0,1,40,70,156,42.0,4,4.9,4.88,4.95,5.0,4.95,4.9,4.88,2,1.8,213
0,1,0.83,1,1.0,1,0,1,1,225.0,1,0,3.0,4.0,0,2.5,3,3.0,28.0,365,28.0,365.0,1,58,88,178,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0.37,232
1,1,0.2,0,1.0,1,0,1,1,240.0,1,0,1.0,1.0,1,2.0,4,3.0,30.0,300,30.0,300.0,0,0,0,161,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,84
1,0,0.99,1,1.0,1,1,1,1,158.0,1,0,22.0,38.0,0,1.0,2,2.0,3.0,1125,4.4,1125.0,0,35,65,291,4.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,3,0.75,493
0,0,0.95,0,1.0,1,1,1,1,265.0,0,0,1.0,2.0,1,3.5,3,2.3,60.0,365,60.0,365.0,1,59,89,269,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,94
0,1,0.95,0,1.0,1,1,1,1,120.0,0,0,2.0,2.0,1,2.0,3,3.0,28.0,90,28.0,90.0,0,24,48,159,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,79
1,0,1.0,1,1.0,1,1,1,1,117.0,1,1,6.1,8.6,1,2.5,6,3.0,1.0,1125,28.7,93.1,0,41,71,346,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,542
1,0,1.0,1,1.0,1,1,1,1,152.0,1,1,6.1,8.6,0,2.5,2,2.0,1.0,1125,2.7,189.9,1,30,60,319,7.0,1,4.86,4.86,4.9,4.9,5.0,5.0,4.71,3,1.65,504
0,0,0.17,0,1.0,0,1,0,1,96.0,1,0,2.0,2.0,0,2.0,2,2.0,30.0,365,30.0,365.0,1,59,89,89,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,83
0,0,0.17,0,1.0,0,1,0,1,120.0,1,0,2.0,2.0,0,2.0,2,2.0,30.0,365,30.0,365.0,1,59,89,89,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,83
1,1,0.98,1,,1,1,1,1,132.0,1,0,17.0,19.0,0,1.0,1,2.0,2.0,365,1.7,365.0,1,59,89,269,10.0,2,4.9,4.9,4.9,5.0,5.0,4.9,4.9,10,2.68,427
1,0,1.0,1,1.0,1,1,1,1,116.0,1,1,6.1,8.6,0,2.5,2,2.0,1.0,1125,28.9,88.2,1,55,85,360,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,414
1,1,0.93,0,1.0,1,1,0,0,62.0,1,0,9.0,14.0,0,1.0,2,2.0,28.0,120,28.0,1125.0,0,42,72,162,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,289
1,1,0.93,0,1.0,1,1,1,1,132.0,1,0,9.0,14.0,1,2.0,2,4.0,28.0,120,28.0,1125.0,0,42,72,162,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,308
1,1,0.93,0,1.0,1,1,0,0,57.0,1,0,9.0,14.0,0,1.0,1,2.0,28.0,90,28.0,1125.0,0,42,72,162,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,309
0,0,0.95,0,1.0,1,1,1,1,240.0,0,0,1.0,1.0,1,2.0,4,2.3,30.0,90,30.0,90.0,1,58,88,363,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,181
0,1,0.95,0,1.0,1,1,0,0,74.0,0,0,2.0,2.0,0,1.0,1,1.0,28.0,90,28.0,90.0,1,52,82,172,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,103
1,1,1.0,1,,1,1,1,1,119.0,1,1,2.0,2.0,1,2.0,3,3.0,28.0,365,28.0,365.0,0,0,0,0,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,114
1,1,1.0,1,1.0,1,1,0,1,125.0,1,0,1.0,1.0,0,1.0,1,2.0,1.0,365,1.0,365.0,1,52,82,311,20.0,3,4.9,4.9,4.85,4.85,4.9,4.8,4.8,1,1.8,240
1,1,0.99,1,,1,1,0,1,126.0,1,0,32.0,46.0,0,1.5,1,2.3,30.0,365,28.9,365.0,1,59,89,290,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,105
1,1,0.99,1,,1,1,0,1,132.0,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,29.1,365.0,0,7,37,120,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,1.0,106
1,1,0.99,1,,1,1,0,1,125.0,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,28.8,365.0,1,59,89,290,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,106
1,1,1.0,0,1.0,1,1,0,1,400.0,1,0,2.0,3.0,0,3.5,2,2.0,28.0,60,28.0,60.0,1,58,88,363,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,482
1,1,0.99,1,0.0,1,1,0,1,152.0,1,1,3.0,3.0,1,1.0,3,4.0,2.0,14,2.0,14.0,1,41,71,320,5.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,4.41,99
1,1,0.93,0,1.0,1,1,0,0,50.0,1,1,9.0,14.0,0,1.0,1,1.0,30.0,190,30.0,190.0,0,38,68,158,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,375
1,1,0.93,0,1.0,1,1,0,0,59.0,1,1,9.0,14.0,0,1.0,1,1.0,30.0,160,30.0,160.0,0,38,68,158,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,375
1,1,0.93,0,1.0,1,1,1,1,124.0,1,1,9.0,14.0,0,2.0,2,2.0,30.0,170,30.0,170.0,0,38,68,158,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,376
0,1,0.48,0,0.0,1,0,0,1,131.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,365,1.1,365.0,1,59,89,363,8.0,3,4.88,4.88,5.0,4.88,4.88,4.9,5.0,1,3.69,142
1,1,0.99,1,,1,1,0,1,85.0,1,0,32.0,46.0,0,1.0,1,2.3,30.0,365,28.8,365.0,1,59,89,233,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,553
1,1,0.97,1,1.0,1,1,0,1,116.0,1,0,3.0,4.0,0,1.0,1,1.0,1.0,28,3.8,28.0,1,60,90,254,3.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,2.14,207
0,0,0.95,0,1.0,1,1,0,0,55.0,0,0,2.0,2.0,0,1.0,1,1.0,30.0,90,30.0,90.0,0,38,68,343,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,86
0,0,0.95,0,1.0,1,1,1,1,120.0,0,0,2.0,2.0,0,2.0,3,3.0,28.0,120,28.0,120.0,0,38,68,234,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,90
1,1,0.99,1,,1,1,0,1,150.0,1,1,32.0,46.0,0,1.0,1,1.0,3.0,365,3.0,365.0,1,54,84,351,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0.94,277
0,0,0.95,0,1.0,1,0,0,1,142.0,1,0,1.0,2.0,0,2.5,2,2.0,27.0,365,27.0,365.0,1,57,87,177,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,218
1,1,0.99,1,,1,1,0,1,104.0,1,0,32.0,46.0,0,2.0,2,2.0,30.0,365,28.4,365.0,1,59,89,295,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,239
1,1,0.99,1,1.0,1,1,1,1,150.0,1,1,15.0,28.0,0,2.0,2,2.0,2.0,365,2.0,365.0,1,39,69,236,5.0,4,5.0,5.0,4.8,5.0,5.0,5.0,5.0,5,4.05,537
1,1,0.99,1,,1,1,0,1,125.0,1,0,32.0,46.0,0,2.0,2,2.0,30.0,365,28.4,365.0,0,39,69,275,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,238
1,1,1.0,1,1.0,1,1,1,1,356.0,1,0,2.0,2.0,1,2.5,4,4.0,30.0,30,30.0,1125.0,0,7,37,312,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2,2.1,53
0,0,0.95,0,1.0,1,0,0,1,144.0,0,0,1.0,2.0,0,1.0,1,1.0,9.4,730,10.2,730.0,1,58,88,363,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,550
1,1,0.99,1,,1,1,0,1,118.0,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,28.8,365.0,0,39,69,213,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,236
1,1,0.99,1,,1,1,0,1,104.0,1,0,32.0,46.0,0,2.0,2,2.0,30.0,365,28.2,365.0,1,59,89,330,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,237
1,1,1.0,1,0.0,1,1,0,1,351.0,1,1,6.0,18.0,0,1.0,1,2.0,1.0,365,2.3,365.0,1,57,81,81,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,6,2.1,429
1,1,1.0,1,0.0,1,1,0,1,351.0,1,1,6.0,18.0,0,1.0,1,2.0,1.0,365,3.5,365.0,1,57,81,81,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,6,2.1,429
1,1,1.0,1,0.0,1,1,0,1,318.0,1,1,6.0,18.0,1,1.0,1,3.0,1.0,365,2.2,365.0,1,46,70,70,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,6,2.1,429
1,1,1.0,1,0.0,1,1,0,1,318.0,1,1,6.0,18.0,1,1.0,1,3.0,1.0,365,3.4,365.0,1,46,70,70,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,6,2.1,429
1,1,0.99,1,,1,1,1,1,599.0,1,0,32.0,46.0,1,3.5,4,2.3,5.0,365,5.0,365.0,1,43,60,60,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,267
1,1,0.95,0,1.0,1,1,0,1,86.0,1,0,3.0,3.0,0,1.0,2,2.0,28.0,365,28.0,365.0,0,38,68,343,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,157
1,1,0.95,0,1.0,1,1,0,1,140.0,1,0,3.0,3.0,0,1.0,2,2.0,28.0,365,28.0,365.0,1,58,88,363,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,81
1,1,0.95,0,1.0,1,1,0,1,86.0,1,0,3.0,3.0,0,1.0,2,2.0,28.0,365,28.0,365.0,0,7,37,312,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,195
0,0,0.95,0,1.0,1,1,0,1,148.0,0,0,1.0,1.0,0,2.0,2,2.0,30.0,180,30.0,180.0,1,58,88,178,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,551
1,1,1.0,1,,1,1,1,1,840.0,1,0,7.0,10.0,0,2.0,1,1.0,1.0,180,1.0,1125.0,1,60,90,365,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,7,2.1,150
1,1,0.99,1,1.0,1,1,0,1,82.0,1,1,17.0,17.0,0,1.5,1,1.0,30.0,365,30.0,365.0,1,54,84,359,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,8,2.1,80
1,1,1.0,1,,1,1,1,1,1092.0,1,1,7.0,10.0,1,1.6,4,4.0,1.0,180,1.0,180.0,1,31,53,301,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,7,2.1,345
0,0,1.0,0,1.0,1,0,0,1,115.0,1,1,1.0,1.0,0,1.0,1,1.0,1.0,365,1.0,365.0,1,59,89,360,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1,281
